Death Benefit,"Amounts received under a life insurance contract and paid by reason of the death of the insured. (Although most death benefits are paid at termination of life, certain plans now pay accelerated death benefits while the insured is still alive, i.e.: an AIDS patient might possibly receive accelerated death benefit)"
Debenture,General DEBT obligation backed only by the integrity of the borrower and documented by an agreement called and INDENTURE.
Debenture Stock,"Stock issued under a contract providing for fixed payments at scheduled intervals and more like preferred stock than a DEBENTURE, since their status in liquidation is EQUITY and not DEBT."
Debit,Entry on the left side of a DOUBLE-ENTRY BOOKKEEPING system that represents the addition of an ASSET or expense or the reduction to a LIABILITY or REVENUE.
Debit Balance,BALANCE remaining after one or a series of bookkeeping entries. This amount represents an ASSET or an expense of the entity.
Debt,"General name for money, notes, BONDS, goods or services which represent amounts owed."
Debt Instrument,Written promise to repay a DEBT.
Debt Retirement,Repayment of DEBT.
Debt Security,Document which is evidence of an obligation or LIABILITY.
Debt Service Fund,Fund whose PRINCIPAL or INTEREST is set aside and accumulated to retire DEBT.
Debt-to-Equity Ratio,"A way of measuring the relationship of DEBT financing to EQUITY FINANCING, or the extent to which a companyis leveraged."
Debtor,Party owing money or other ASSETS to a CREDITOR.
Decedent,Individual who has died.
Declare,"Authorize the payment of DIVIDEND on a specified date, an act of the BOARD OF DIRECTORS of a CORPORATION."
Declining-Balance Method,An accelerated method of depreciating a tangible long-lived ASSET by applying a fixed-rate based on some multiple of the STRAIGHT-LINE DEPRECIATION rate to its CARRYING VALUE.
Defalcation,To misuse or embezzle funds.
Default,Failure to meet any financial obligation. Default triggers a CREDITOR'S rights and remedies identified in the agreement and under the law.
Defeasance,Annulment of a contract or deed; a clause within a contract or deed that provides for annulment.
Deferral,"The postponement of the date that an expense already paid or incurred, or of a REVENUE already received, is entered in the LEDGER."
Deferred Charge,Income received but not earned until all events have occurred. Deferred income is reflected as a LIABILITY.
Deferred Income Taxes,ASSETS or LIABILITIES that arise from timing or measurement differences between tax and accounting principles.
Deferred Interest Bond,BOND that pays INTEREST at a later date.
Deferred Payment Annuity,ANNUITY whose contract provides that payments to the annuitant be postponed until a number of periods have elapsed.
Deficiency in Design,"This exists when a control necessary to meet the control objective is missing or an existing control is not properly designed so that even if the control operates as designed, the control objective is not always met."
Deficiency in Operation,"This exists when a properly designed control does not operate as designed, or when the person performing the control does not possess the necessary authority or qualifications to perform the control effectively."
Deficit,Financial shortage that occurs when LIABILITIES exceed ASSETS.
Defined Benefit Plan,See EMPLOYEE BENEFIT PLAN.
Defined Contribution Plan,See EMPLOYEE BENEFIT PLAN.
Deflation,Decline in the prices of goods and services.
Demand Loan,Loan repayable on demand. Also known as a CALL LOAN.
Dependent Care Expenses,Qualified child care expenses will allow a taxpayer this computed credit against tax. The amounts can be found on the individual forms as the limitations and computation may change each tax year.
Depletion,Method of computing a deduction to ACCOUNT for a reduction in value of extractable natural resources.
Deposit Method,Expense allowance made for wear and tear on an ASSET over its estimated useful life.
Depreciation,Expense allowance made for wear and tear on an ASSET over its estimated useful life.
Derivatives,"Financial instruments whose value varies with the value of an underlying asset (such as a stock, BOND, commodity or currency) or index such as interest rates. Financial instruments whose characteristics and value depend on the characterization of an underlying instrument or asset."
Detailed Income Statement,A complete and explicit statement of an economic entity’s financial activities and holdings.
Detection Risk,Risk that the AUDITOR will not detect a material misstatement.
Detective Controls,These have the objective of detecting errors or fraud that have already occurred that could result in a misstatement of the financial statements.
Direct Labor Costs,The labor cost is for specific work that can be easily and economically traced to an end product.
Direct Material,A material that will become part of a finished product and can be easily and economically traced to specific product units.
Direct Overhead,"Portion of OVERHEAD costs allocated to manufacturing, by the application of a standard factor termed a BURDEN RATE or OVERHEAD APPLICATION RATE."
Disbursement,Payment by cash or check.
Disclaimer of Opinion,Statement by an AUDITOR indicating inability to express an opinion on the fairness of the FINANCIAL STATEMENTS provided and the reason for the inability. The auditor is required to disclaim depending on the limitation in scope.
Disclosure,Process of divulging accounting information so that the content of FINANCIAL STATEMENTS is understood.
Discontinued Operations,Portion of a business that is planned to be or is discontinued.
Discount,Reduction from the full amount of a price or DEBT.
Discount Bond,BOND selling below its REDEMPTION VALUE.
Discount Rate,"Rate at which INTEREST is deducted in advance of the issuance, purchasing, selling, or lending of a financial instrument. Also, the rate used to determine the CURRENT VALUE, or present value, of an ASSET or incomestream."
Discount Yield,Yield on a SECURITY sold at a DISCOUNT.
Discounted Cash Flow,Present value of future cash estimated to be generated.
Discretionary Trust,Arrangement in which the TRUSTEE has the authority to make INVESTMENT decisions and has control over investments within the framework of the TRUST instrument.
Disposable Income,Personal INCOME remaining after personal taxes and noncommercial government fees have been paid.
Dissolution,Termination of a CORPORATION.
Distribution Expense,"Expense of selling, advertising, and delivery of goods and services."
Distributions,"Payment by a business entity to its owners of items such as cash ASSETS, stocks, or earnings."
Dividend Payout Ratio,Percentage of earnings paid to shareholders in CASH.
Dividends,"Distribution of earnings to owners of a CORPORATION in CASH, other ASSETS of the corporation, or the corporation's CAPITAL STOCK."
Dividends in Arrears,DIVIDENDS on cumulative PREFERRED STOCK that remain unpaid in the year they are due.
Dividends Payable,A LIABILITY for payment of a COMPANY’s earnings to its shareholders.
Dividends Yield,Used to measure the current return to an investor in a stock.
Documentation Completion Date,A complete and final set of audit documentation should be assembled for retention as of a date not more than 45 days after the report release date.
Double Taxation,"The act of taxing corporate earnings twice, once as the NET INCOME of the CORPORATION and once as the DIVIDENDS distributed to stockholders."
Double-Declining-Balance Depreciation Method (DDB),"Method of ACCELERATED DEPRECIATION, approved by the INTERNAL REVENUE SERVICE (IRS), permitting twice the rate of annual DEPRECIATION as the STRAIGHT-LINE DEPRECIATION method."
Double-Entry Bookkeeping,"Method of recording financial transactions in which each transaction is entered in two or more accounts and involves two-way, self-balancing posting. Total DEBITS must equal total CREDITS."
Draft,"Signed, written order by which one party (drawer) instructs another party (drawee) to pay a specified sum to a third party (payee)."
Dual Dating,"Dating of the ACCCOUNTANTS' or AUDITORS' REPORT when a subsequent event disclosed in the FINANCIAL STATEMENTS occurs after completion of the field work but before issuance of the report. For example, January 3, 19xx, except for Note x, as to which the date is March 10, 19xx."
Due Date,"Each governing agency and its forms scheduled reporting and most importantly payments have a required due date. It is this date that if most files timely may result in a penalty, fine, and commence interest charges."
Due Diligence,"(1) Procedures performed by underwriters in connection with the issuance of a SECURITIES EXCHANGE COMMISSION (SEC) registration statement. These procedures involve questions concerning the company and its business, products, competitive position, recent financial and other developments and prospects. Also performed by others in connection with acquisitions and other transactions. (2) Requirement found in ethical codes that the person governed by the ethical rules exercise professional care in conducting his or her activities."
Dutch Auction,Auction system in which the price of an item is gradually lowered until it meets a responsive bid and is sold.
Earned Income,"Wages, salaries, professional fees, and other amounts received as compensation for services rendered."
Earned Income Tax Credit (EITC),"A refundable tax credit for eligible low income workers, subject to computations based on qualifying children and phase in and phase out income levels."
Earnings Per Share (EPS),Measure of performance calculated by dividing the net earnings of a company by the average number of shares outstanding during a period.
Earnings Price Ratio,Relationship of EARNINGS PER SHARE (EPS) to current stock price.
Econometrics,"Use of computer analysis and modeling techniques to describe in mathematical terms the relationship between key economic forces such as labor, capital, interest rates, and government policies, the test the effects of changes in economic scenarios."
Economic Growth Rate,"Rate of change in the gross national product, as expressed in an annual percentage."
Economics,"The study of the ways goods and services are produced, transported, sold, and used."
Effective Interest Method,A way of AMORTIZING BOND DISCOUNTS or PREMIUMS by applying a constant interest rate to the CARRYING VALUE of the BONDS at the beginning of each interest period.
Effective Interest Rate,The rate of INTEREST actually paid or earned.
Effective Tax Rate,Total income taxes expressed as a percentage of NET INCOME before taxes.
EITC,"A refundable tax credit for eligible low income workers, subject to computations based on qualifying children and phase in and phase out income levels."
EITF,Assists the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB) and provides guidance on early identification of emerging issues affecting financial reporting and problems in implementing authoritative pronouncements.
Emerging Issues Task Force (EITF),Assists the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB) and provides guidance on early identification of emerging issues affecting financial reporting and problems in implementing authoritative pronouncements.
Employee Benefit Plan,"Compensation arrangement, generally in writing, used by employers in addition to salary or wages. Some plans such as group term life insurance, medical insurance and qualified retirement plans are treated favorably under the tax law. Most common qualified retirement plans are: (1) defined benefit plans - a promise to pay participants specified benefits that are determinable and based on such factors as age, years of service, and compensation; or (2) defined contribution plans - provide an individual account for each participant and benefits based on items such as amounts contributed to the account by the employer and employee and investment experience. This type includes PROFIT-SHARING PLANS, EMPLOYEE STOCK OWNERSHIP PLANS and 401(k) PLANS."
Employee Stock Ownership Plan (ESOP),Stock bonus plan of an employer that acquires SECURITIES issued by the plan sponsor.
Encumbrance,(1) MORTGAGE or other lien on the entity's ASSETS; (2) Anticipated EXPENDITURE; (3) Uncompleted or undelivered portion of a purchase commitment.
Ending Inventory,Merchandise on hand at the end of an accounting period
Endorsement,The process by which the payee transfers ownership of a CHECK to a bank or another party by writing his or her name on the back of it.
Engagement Completion Document,A document whereby the AUDITOR identifies all significant findings or issues. The document should be as specific as necessary in the circumstances for a reviewer to gain a thorough understanding of the significant findings or issues.
Entrepreneur,Person who takes on the risks of starting a new business.
EPS,Measure of performance calculated by dividing the net earnings of a company by the average number of shares outstanding during a period.
Equilibrium Price,Price when the supply of goods in a particular market matches demand.
Equity,"Residual INTEREST in the ASSETS of an entity that remains after deducting its LIABILITIES. Also, the amount of a business' total assets less total liabilities. Also, the third section of a BALANCE SHEET, the other two being assets and liabilities."
Equity Account,"ACCOUNT in the EQUITY section of the BALANCE SHEET. Includes CAPITAL STOCK, ADDITIONAL PAID IN CAPITAL and RETAINED EARNINGS."
Equity Financing,Raising the money by issuing shares of COMMON STOCK or PREFERRED STOCK.
Equity Method of Accounting,Investors cost basis is adjusted up or down (in proportion to the % of stock ownership) as the investee's retained earnings fluctuation; used for long-term investments in equity securities of affiliate where holder can exert significant influence; 20% ownership or greater is arbitrarily presumed to have significant influence over the investee.
Equity Securities,"CAPITAL STOCK and other SECURITIES that represent ownership shares, or the legal rights to purchase or acquire CAPITAL STOCK."
Error,"Act that departs from what should be done; imprudent deviation, unintentional mistake or omission."
Escrow,"Money or property put into the custody of a third party for delivery to a GRANTEE, only after fulfillment of specified conditions."
ESOP,Stock bonus plan of an employer that acquires SECURITIES issued by the plan sponsor.
Estate Tax,"Tax on the value of a DECENDENT'S taxable estate, typically defined as the decedent's ASSETS less LIABILITIES and certain expenses which may include funeral and administrative expenses."
Estimated Tax,Amount of tax LIABILITY a taxpayer may expect to pay for the current tax period. Usually paid through quarterly installments.
Estimation Transactions,Activities that involve management judgments or assumptions in formulating account balances in the absence of a precise means of measurement.
Evidential Matter,Underlying ACCOUNTING data and other corroborating information that support the FINANCIAL STATEMENTS.
Exchanges,"Transfer of money, property or services in exchange for any combination of these items."
Excise Tax,"Tax or duty on the manufacture, sale, or consumption of commodities."
Excluded Income,See EXCLUSIONS.
Exclusions,"Income item which is excluded from a taxpayer's gross income by the INTERNAL REVENUE CODE or an administrative action. Common exclusions include gifts, inheritances, and death proceeds paid under a life insurance contract. Also known as excluded income."
Executor,Person appointed by a will to manage a DECENDENT'S estate.
Exempt Organization,"Organization which is generally exempt from paying federal income tax. Exempt organizations include religious organizations, charitable organizations, social clubs, and others."
Exemption,"Amount of a taxpayer's income that is not subject to tax. All individuals, TRUSTS, and estates qualify for an exemption unless they are claimed as a dependent on another individual's tax return. Exemptions also are granted to taxpayers for their dependents."
Expatriation Tax,"Individuals that loose or terminate their residency within the 10 year period immediately preceding the close of a tax year, if the termination or loss is for the sole purpose of avoiding tax."
Expectation Gap,The difference in perception between the public and the CPA as a result of accounting and audit service.
Expenditure,"Payment, either in CASH, by assuming a LIABILITY, or by surrendering ASSET."
Expense,Something spent on a specific item or for a particular purpose.
Expense Ratio,"Amount, expressed as a percentage of total investment, that shareholders pay for MUTUAL FUND operating expenses and management fees."
Experienced Auditor,An AUDITOR that has a reasonable understanding of audit activities and has studied the company's industry as well as the accounting and auditing issues relevant to the industry.
Exploration Expenditures,An AUDITOR that has a reasonable understanding of audit activities and has studied the company's industry as well as the accounting and auditing issues relevant to the industry.
Exposure Draft,"Document issued by the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA), FINANCIAL ACCOUNTING STANDARDS BOARD (FASB), GOVERNMENTAL ACCOUNTING STANDARDS BOARD (GASB)or other standards setting authorities to invite public comment before a final pronouncement is issued."
Extension,"Time granted by a taxing authority, such as the INTERNAL REVENUE SERVICE (IRS), a state or city, which allows the taxpayer to file tax returns later than the original due date."
Extent of Tests of Control,"Each year the AUDITOR must obtain sufficient evidence about whether the company's internal control over financial reporting, including the controls for all internal control components, is operating effectively."
External Reporting,"Reporting to stockholders and the public, as opposed to internal reporting for management's benefit."
Extinguishment of Debt,To get rid of the liability by payment; to bring to an end.
Extraordinary Items,"Events and transactions distinguished by their unusual nature and by the infrequency of their occurrence.Extraordinary items are reported separately, less applicable income taxes, in the entity's statement of income or operations."
Face Value,Amount due at maturity from a BOND or note.
Factoring,Selling a RECEIVABLE at a discounted value to a third party for cash.
Factoring: Over-Advances,"Circumstance where a business receives more money from a factor than the value of the RECEIVABLES, which is a loan against inventory in anticipation of future sales."
Factory Overhead Costs,Various production-related costs that cannot be practically or conveniently traced to an end product.
Fair Credit Reporting Act,Federal law enacted in 1971 giving persons the right to see their credit records at credit reporting bureaus.
Fair Market Value,"Price at which property would change hands between a buyer and a seller without any compulsion to buy or sell, and both having reasonable knowledge of the relevant facts."
FASB,"Independent, private, non-governmental authority for the establishment of ACCOUNTING principles in the United States."
Favorable Variance,"Excess of actual REVENUE over projected revenue, or actual costs over projected costs."
Federal Income Taxes,Taxes on NET INCOME that must be paid to the federal government by individuals and businesses.
Federal Reserve Bank,"One of the 12 banks that, with their branches, make up the FEDERAL RESERVE SYSTEM."
Federal Reserve System,System established by the Federal Reserve Act of 1913 to regulate the U.S. monetary and banking system.
Fiduciary,"Person who is responsible for the administration of property owned by others. Corporate management is a FIDUCIARY with respect to corporate ASSETS which are beneficially owned by the stockholders and CREDITORS. Similarly, a TRUSTEE is the fiduciary of a TRUST and partners owe fiduciary responsibility to each other and to their creditors."
FIFO,ACCOUNTING method of valuing INVENTORY under which the costs of the first goods acquired are the first costs charged to expense. Commonly known as FIFO.
Filing of Returns,Taxpayers meeting statutory requirements MUST file various returns on the prescribed forms. And they must be filed timely or the y may not be considered as filed.
Finance,The science of the management of money and other financial ASSETS.
Financial Accounting Standards,"Official promulgations, known as STATEMENTS OF FINANCIAL ACCOUNTING STANDARDS, by the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB) which are part of GENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP) in the United States."
Financial Accounting Standards Board (FASB),"Independent, private, non-governmental authority for the establishment of ACCOUNTING principles in the United States."
Financial Institution,"Organization engaged in any of the many aspects of finance including commercial banks, thrift institutions, investment banks, securities brokers and dealers, credit unions, investment companies, insurance companies, and REAL ESTATE INVESTMENT TRUSTS."
Financial Leverage,The ability to increase earnings for stockholders by earning more on ASSETS than is paid in INTEREST on DEBTincurred to finance the assets.
Financial Statements,"Presentation of financial data including BALANCE SHEETS, INCOME STATEMENTS and STATEMENTS OFCASH FLOW, or any supporting statement that is intended to communicate an entity's financial position at a point in time and its results of operations for a period then ended."
Finished Goods,The products that have been made and are ready for sale.
Finished Goods Inventory,An inventory account unique to manufacturing operations.
Firm,"A business partnership, especially when it is unincorporated."
"First In, First Out (FIFO)",ACCOUNTING method of valuing INVENTORY under which the costs of the first goods acquired are the first costs charged to expense. Commonly known as FIFO.
Fiscal Year,Period of 12 consecutive months chosen by an entity as its ACCOUNTING period which may or may not be a calendar year. Fixed Asset - Any tangible ASSET with a life of more than one year used in an entity's operations.
Fixed Annuity,"Investment contract sold by an insurance company that guarantees fixed payments, either for life or for a specified period, to an annuitant."
Fixed Assets,Tangible LONG TERM ASSETS used in the continuing operation of a business that are unlikely to change for a long time.
Fixed Costs,"Costs that remain constant within a defined range of activity, volume, or time period."
Fixed Price,"In a public offering of new SECURITIES, price at which investment bankers in the underwriting syndicate agree to sell the issue to the public."
Fixture,Attachment to real property that is not intended to be moved and would create damage to the property if it were moved.
Floor,Term used when discussing INVENTORIES. Inventory cannot be valued lower than the floor which is the netrealizable value of the inventory less an allowance for a normal profit margin.
Flotation Cost,Cost of issuing new stocks or BONDS.
FOB,Indicates the point at which title to goods passes.
FOB Destination,A shipping term that means that the seller bears transportation costs to the place of delivery.
FOB Shipping Point,A shipping term that means that the buyer bears transportation costs from the point of origin.
Forecast,"Prospective FINANCIAL STATEMENTS that are an entity's expected financial position, results of operations, and cash flows."
Forecasted Balance Sheet,A balance sheet that projects the financial position of a business for a future period.
Forecasted Income Statement,An INCOME STATEMENT that projects the NET INCOME of a business for a future period.
Forecasting of Cash Flow,Projecting the cash receipts and the cash payments for a future period.
Foreclosure,Seizure of COLLATERAL by a CREDITOR when DEFAULT under a loan agreement occurs.
Foreign Corporation,A corporation which is not organized under the laws of ones territories or states. Taxing of foreign corporations depends on whether the corporation has Nexus or effectively connected income in that state.
Foreign Currency Translation,Restating foreign currency in equivalent dollars; unrealized gains or losses are postponed and carried in Stockholder's Equity until the foreign operation is substantially liquidated.
Foreign Exchange,Instruments employed in making payments between countries.
Foreign Tax Credit,A U.S. taxpayer that pays or accrues income tax to a foreign country may elect to credit or deduct these taxes in a determinable us dollar amount. This is usually done on the annual individual tax return and there is s specific form provided for this.
Form 10-K,SEC filing which is the ANNUAL REPORT due 90 days after the registrant's BALANCE SHEET date.
Form 10-Q,SEC filing which is the quarterly report due 45 days after each of the first three quarter.ends of each fiscal year.
Form 8-K,SEC filing which is a filing that must be made on the occurrence of an event that is deemed to be of significant importance to SECURITY holders.
Form W-4,A form that specifies the number of EXEMPTIONS claimed by each employee and that gives the employer the authority to withhold money for an employee’s FEDERAL INCOME TAXES and Federal Insurance Contributions Act (FICA) taxes.
Franchise,"Legal arrangement whereby the owner of a trade name, franchisor, contracts with a party that wants to use the name on a non-exclusive basis to sell goods or services, franchisee. Frequently, the franchise agreement grants strict supervisory powers to the franchisor over the franchisee which, nevertheless, is an independent business."
Franchise Tax,State tax which is imposed on a state-chartered CORPORATION for the right to do business under its corporate name.
Fraud,Willful misrepresentation by one person of a fact inflicting damage on another person.
Free Cash Flow,The amount of cash that remains after deducting the funds a COMPANY must commit to continue operating at its planned level.
Free On Board (FOB),Indicates the point at which title to goods passes.
Freight In,Transportation charges on merchandise purchased for resale.
Freight Out,Transportation charges on merchandise sold; an operating expense.
Full Disclosure,Requirement to disclose all material facts relevant to a transaction.
Fund Accounting,Method of ACCOUNTING and presentation whereby ASSETS and LIABILITIES are grouped according to the purpose for which they are to be used. Generally used by government entities and not-for-profits.
Fundamental Analysis,"Research of such factors as interest rates, gross national product, inflation, unemployment, and inventories as tools to predict the direction of the economy."
Funding,"Refinancing a DEBT on or before its MATURITY; also called REFUNDING and, in certain instances, pre-refunding."
Future Contract,Transferable agreement to deliver or receive during a specific future month a standardized amount of a commodity.
Future Value,The amount that an investment will be worth at a future date if it is invested at compound interest.
GAAP,"Conventions, rules, and procedures necessary to define accepted accounting practice at a particular time. The highest level of such principles are set by the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB)."
GAAS,See GENERALLY ACCEPTED AUDITING STANDARDS.
Gain,Excess of REVENUES received over costs relating to a specific transaction.
GAO,Accounting and auditing office of the United States government. An independent agency that reviews federal financial transactions and reports directly to Congress.
GASB,Group that has authority to establish standards of financial reporting for all units of state and local government.
General Journal,The simple and most flexible type of journal.
General Ledger,"Collection of all ASSET, LIABILITY, owners EQUITY, REVENUE, and expense accounts."
General Partnership,PARTNERSHIP with no limited partners.
Generally Accepted Accounting Principles (GAAP),"Conventions, rules, and procedures necessary to define accepted accounting practice at a particular time. The highest level of such principles are set by the FINANCIAL ACCOUNTING STANDARDS BOARD (FASB)."
Generally Accepted Auditing Standards (GAAS),Standards set by the AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS (AICPA) which concern the AUDITOR'S professional qualities and judgment in the performance of his or her AUDIT and in the actual report.
Gift,A valid transfer of property from one taxpayer to another without consideration or compensation. A gift may be subject to the unified estate and gift transfer tax.
Going Concern,Assumption that a business can remain in operation long enough for all of its current plans to be carried out.
Going Private,Movement from public ownership to private ownership of a COMPANY’s shares either by the company’s repurchase of shares or through purchases by an outside private investor.
Going Public,Activities that relate to offering a private company's shares to the general investing public including registering with the SEC.
Goods Available for Sale,The sum of beginning inventory and the net cost of purchases during a period; the total goods available for sale to customers during an accounting period.
Goodwill,Premium paid in the acquisition of an entity over the fair value of its identifiable tangible and intangible ASSETS less LIABILITIES assumed.
Governing Documents,Official legal documents that dictate how an entity is operated. The governing documents of a CORPORATIONinclude ARTICLES OF INCORPORATION and BYLAWS; a PARTNERSHIP includes the partnership agreement; a TRUST includes the trust agreement or trust indenture; and an LLC includes the ARTICLES OF ORGANIZATIONand OPERATING AGREEMENT.
Government Accountability Office (GAO),Accounting and auditing office of the United States government. An independent agency that reviews federal financial transactions and reports directly to Congress.
Governmental Accounting Standards Board (GASB),Group that has authority to establish standards of financial reporting for all units of state and local government.
Grantee,Person to whom property is transferred.
Grantor,(1) Person who transfers property. (2) Person who creates a trust.
Greenmail,Any amount a corporation pays to a shareholder to directly or indirectly buy back its stock.
Gross Income,"The beginning point for the determination of income, including income from whatever sources derived."
Gross Margin,The difference between NET SALES and COST OF GOODS SOLD.
Gross Sales,The total amount of sales for cash and on credit accumulated during a specific accounting period.
Guaranty,"Legal arrangement involving a promise by one person to perform the obligations of a second person to a third person, in the event the second person fails to perform."
Half-Life,"Point in time at which half the PRINCIPAL has been repaid in a mortgage-backed security guaranteed or issued by the Government National Mortgage Association, the Federal National Mortgage Association, or the Federal Home Loan Mortgage Corporation."
Head of Household,"An individual entitled to special tax rates that fall midway between single rates and married filing joint rates, if they fit the qualifying profile."
Hedge,A financial term for a specific type of commodities planning and trading.
Held-to-Maturity Security,A DEBT SECURITY that management intends to hold to its MATURITY or payment date and whose cash value is not needed until that date.
High-Low Method,"A common, simple way of separating VARIABLE COSTS from FIXED COSTS."
High-Premium Convertible Debenture,"BOND with a long-term, high-premium, COMMON STOCK conversion feature and also offering a fairly competitive interest rate."
Historical Cost,Original cost of an asset to an entity.
Holding Period,The time in which a taxpayer acquires property and the date on which it is sold.
Hope Scholarship Credit,"A maximum allowable credit of $1,500 per student for each of the first 2 years of post-secondary education. It is allowable after all additional requirements are met."
Horizontal Analysis,A technique for analyzing FINANCIAL STATEMENTS that involves the computation of changes in both dollar amounts and percentages from the previous year to the current year.
IASC,"An independent private sector body, formed in 1973, with the objective of harmonizing the accounting principles which are used in businesses and other organizations for financial reporting around the world. Its members are 143 professional accounting bodies in 104 countries."
IMA,A professional organization made up primarily of management accountants.
Improvement,EXPENDITURE directed to a particular ASSET to improve its performance or useful life.
Imputed Interest,"If no interest or an unrealistic amount of interest is charged in a salve involving certain kinds of deferred payments, then the transaction will be treated as if the realistic rate of interest had been used. The difference between the realistic interest and the interest actually used is referred to as imputed interest."
In Arrears,Not paid at the time originally agreed to and overdue.
Income,Inflow of REVENUE during a period of time.
Income from Operation,Gross margin with operating expenses subtracted.
Income Statement,Summary of the effect of REVENUES and expenses over a period of time.
Income Summary,A temporary account used during the closing process that holds a summary of all REVENUES and EXPENSES before the NET INCOME or loss is transferred to the capital account.
Income Tax Basis,"(1) For tax purposes, the concept of basis determines the proper amount of gain to report when an ASSET is sold. Basis is generally the cost paid for an asset plus the amounts paid to improve the asset less deductions taken against the asset, such as DEPRECIATION and AMORTIZATION. (2) For accounting purposes, a consistent basis of accounting that uses income tax accounting rules while GENERALLY ACCEPTED ACCOUNTING PRINCIPLES (GAAP) does not."
Incorporation,Process by which a COMPANY receives a state charter allowing it to operate as a CORPORATION.
Incremental Cash Flow,Net of cash outflows and inflows attributable to a corporate investment project.
Indenture,"Formal agreement, also called a deed of trust, between an issuer of bonds and the BONDHOLDER covering certain considerations such as form of the BOND for example."
Independence Standard Board (ISB),"This is the private sector standard-setting body governing the independence of AUDITORs from their public company clients. It came about from discussions between the AICPA, other accounting representatives and the SEC."
Independent Broker,"New York Stock Exchange member who executes orders for other floor brokers who have more volume than they can handle, or for firms whose exchange members are not on the floor."
Index,"Statistical composite that measures changes in the economy or in financial markets, often expressed in percentage changes from a base year or from the previous month."
Indirect Cost,Any cost that cannot be conveniently and economically traced to a specific department; a manufacturing cost that is not easily traced to a specific product and must be assigned using an allocation method.
Indirect Labor Costs,Labor costs for production-related activities that cannot be connected with or conveniently and economically traced to a specific end product.
Indirect Manufacturing Costs,Various production-related costs that cannot be practically or conveniently traced to an end product.
Indirect Materials,Minor materials and other production supplies that cannot be conveniently and economically traced to specific products.
Indirect Method,The procedure for converting the INCOME STATEMENT from an ACCRUAL to a CASH BASIS.
Individual Retirement Account (IRA),A personal savings plan that allows an individual to make cash contributions per year dependent on the individual'sadjusted gross income and participation in an employer's retirement plan. Under a traditional IRA these earnings are not taxable until the time of withdrawal from the plan.
Inflation,"Rise in the prices of goods and services, as happens when spending increases relative to the supply of goods on the market."
Inflation Rate,Rate of change in prices.
Inheritance,"As distinguished from a BEQUEST or devise, an inheritance is property acquired through laws of descent and distribution from a person who dies without leaving a will. The value of property inherited id excluded from a taxpayers gross income, but if the property inherited produces income it is included in gross income. A taxpayer's basis in inherited property is the fair market value at the time of death."
Initial Public Offering (IPO),When a private company goes public for the first time.
Inquiry,"A procedure that consists of seeking information, both financial and non financial, of knowledgeable persons throughout the company. It is used extensively throughout the audit and often is complementary to performing other procedures. Inquiries may range from formal written inquiries to informal oral inquiries."
Inside Information,Corporate affairs that have not yet been made public.
Insolvency,Inability to pay DEBTS when due.
Insolvent,When an entity's LIABILITIES exceed its ASSETS.
Installment Method,"Tax ACCOUNTING method of reporting GAIN on the sale of an ASSET exchanged for a RECEIVABLE. In general, the gain is reported as the note is paid off."
Institute of Management Accounts (IMA),A professional organization made up primarily of management accountants.
Instrument,"A legal document used for a specific purpose, such as paying for goods received."
Insurance,"System whereby individuals and companies that are concerned about potential hazards pay premiums to an insurance company, which reimburses them in the event of loss."
Insured Account,"Account at a bank, savings and loan association, credit union, or brokerage firm that belongs to a federal or private insurance organization."
Intangible Asset,Asset having no physical existence such as trademarks and patents.
Interest,Payment for the use or forbearance of money.
Interest Coverage Ratio,A way of measuring the degree of protection that a CREDITOR has from a DEBTOR’s DEFAULT on interestpayments.
Interest Rate,An amount of money charged for borrowing money or paid for the use of somebody else’s money.
Interim Dividend,"DIVIDEND declared and paid before annual earnings have been determined, generally quarterly."
Interim Financial Statements,FINANCIAL STATEMENTS that report the operations of an entity for less than one year.
Internal Audit,AUDIT performed within an entity by its staff rather than an independent certified public accountant.
Internal Control,Process designed to provide reasonable assurance regarding achievement of various management objectives such as the reliability of financial reports.
Internal Control Over Financial Reporting,"A process designed by, or under the supervision of the company's principal executive and principal financial officers or persons performing similar functions and effected by the company's board of directors, management, and other personnel, to provide reasonable assurance regarding the reliability of financial reporting and the preparation of financial statements for external purposes in accordance with GENERALLY ACCEPTED ACCOUNTING PRINCIPLES and includes those policies and procedures that:1. Pertain to the maintenance of records that accurately and fairly reflect the transactions and dispositions of the assets of the company.2. Provide reasonable assurance that transactions are recorded as necessary to permit preparation of financial statements in accordance with GAAP and that receipts and expenditures are being made only in accordance with authorizations of management and directors of the company.3. Provide reasonable assurance regarding prevention or timely detection of unauthorized acquisition, use or disposition of the company's assets that could have a material effect on the financial statements."
Internal Rate of Return,Method that determines the discount rate at which the present value of the future CASH FLOWS will exactly equal investment outlay.
Internal Revenue Code,Collection of tax rules of the federal government. Also referred to as Title 26 of the United States Code.
